calendar_position,source_timestamp_utc,source_timestamp_local_london,timestamp_utc,timestamp_local,alignment_method
4015,2013-06-17T07:00:00Z,2013-06-17 08:00:00+01:00,2013-06-17T06:00:00Z,2013-06-17 08:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4016,2013-06-17T08:00:00Z,2013-06-17 09:00:00+01:00,2013-06-17T07:00:00Z,2013-06-17 09:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4017,2013-06-17T09:00:00Z,2013-06-17 10:00:00+01:00,2013-06-17T08:00:00Z,2013-06-17 10:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4018,2013-06-17T10:00:00Z,2013-06-17 11:00:00+01:00,2013-06-17T09:00:00Z,2013-06-17 11:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4019,2013-06-17T11:00:00Z,2013-06-17 12:00:00+01:00,2013-06-17T10:00:00Z,2013-06-17 12:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4020,2013-06-17T12:00:00Z,2013-06-17 13:00:00+01:00,2013-06-17T11:00:00Z,2013-06-17 13:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4021,2013-06-17T13:00:00Z,2013-06-17 14:00:00+01:00,2013-06-17T12:00:00Z,2013-06-17 14:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4022,2013-06-17T14:00:00Z,2013-06-17 15:00:00+01:00,2013-06-17T13:00:00Z,2013-06-17 15:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4023,2013-06-17T15:00:00Z,2013-06-17 16:00:00+01:00,2013-06-17T14:00:00Z,2013-06-17 16:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4024,2013-06-17T16:00:00Z,2013-06-17 17:00:00+01:00,2013-06-17T15:00:00Z,2013-06-17 17:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4025,2013-06-17T17:00:00Z,2013-06-17 18:00:00+01:00,2013-06-17T16:00:00Z,2013-06-17 18:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4026,2013-06-17T18:00:00Z,2013-06-17 19:00:00+01:00,2013-06-17T17:00:00Z,2013-06-17 19:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4027,2013-06-17T19:00:00Z,2013-06-17 20:00:00+01:00,2013-06-17T18:00:00Z,2013-06-17 20:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4028,2013-06-17T20:00:00Z,2013-06-17 21:00:00+01:00,2013-06-17T19:00:00Z,2013-06-17 21:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4029,2013-06-17T21:00:00Z,2013-06-17 22:00:00+01:00,2013-06-17T20:00:00Z,2013-06-17 22:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4030,2013-06-17T22:00:00Z,2013-06-17 23:00:00+01:00,2013-06-17T21:00:00Z,2013-06-17 23:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4031,2013-06-17T23:00:00Z,2013-06-18 00:00:00+01:00,2013-06-17T22:00:00Z,2013-06-18 00:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4032,2013-06-18T00:00:00Z,2013-06-18 01:00:00+01:00,2013-06-17T23:00:00Z,2013-06-18 01:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4033,2013-06-18T01:00:00Z,2013-06-18 02:00:00+01:00,2013-06-18T00:00:00Z,2013-06-18 02:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4034,2013-06-18T02:00:00Z,2013-06-18 03:00:00+01:00,2013-06-18T01:00:00Z,2013-06-18 03:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4035,2013-06-18T03:00:00Z,2013-06-18 04:00:00+01:00,2013-06-18T02:00:00Z,2013-06-18 04:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4036,2013-06-18T04:00:00Z,2013-06-18 05:00:00+01:00,2013-06-18T03:00:00Z,2013-06-18 05:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4037,2013-06-18T05:00:00Z,2013-06-18 06:00:00+01:00,2013-06-18T04:00:00Z,2013-06-18 06:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4038,2013-06-18T06:00:00Z,2013-06-18 07:00:00+01:00,2013-06-18T05:00:00Z,2013-06-18 07:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4039,2013-06-18T07:00:00Z,2013-06-18 08:00:00+01:00,2013-06-18T06:00:00Z,2013-06-18 08:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4040,2013-06-18T08:00:00Z,2013-06-18 09:00:00+01:00,2013-06-18T07:00:00Z,2013-06-18 09:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4041,2013-06-18T09:00:00Z,2013-06-18 10:00:00+01:00,2013-06-18T08:00:00Z,2013-06-18 10:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4042,2013-06-18T10:00:00Z,2013-06-18 11:00:00+01:00,2013-06-18T09:00:00Z,2013-06-18 11:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4043,2013-06-18T11:00:00Z,2013-06-18 12:00:00+01:00,2013-06-18T10:00:00Z,2013-06-18 12:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4044,2013-06-18T12:00:00Z,2013-06-18 13:00:00+01:00,2013-06-18T11:00:00Z,2013-06-18 13:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4045,2013-06-18T13:00:00Z,2013-06-18 14:00:00+01:00,2013-06-18T12:00:00Z,2013-06-18 14:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4046,2013-06-18T14:00:00Z,2013-06-18 15:00:00+01:00,2013-06-18T13:00:00Z,2013-06-18 15:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4047,2013-06-18T15:00:00Z,2013-06-18 16:00:00+01:00,2013-06-18T14:00:00Z,2013-06-18 16:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4048,2013-06-18T16:00:00Z,2013-06-18 17:00:00+01:00,2013-06-18T15:00:00Z,2013-06-18 17:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4049,2013-06-18T17:00:00Z,2013-06-18 18:00:00+01:00,2013-06-18T16:00:00Z,2013-06-18 18:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4050,2013-06-18T18:00:00Z,2013-06-18 19:00:00+01:00,2013-06-18T17:00:00Z,2013-06-18 19:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4051,2013-06-18T19:00:00Z,2013-06-18 20:00:00+01:00,2013-06-18T18:00:00Z,2013-06-18 20:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4052,2013-06-18T20:00:00Z,2013-06-18 21:00:00+01:00,2013-06-18T19:00:00Z,2013-06-18 21:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4053,2013-06-18T21:00:00Z,2013-06-18 22:00:00+01:00,2013-06-18T20:00:00Z,2013-06-18 22:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4054,2013-06-18T22:00:00Z,2013-06-18 23:00:00+01:00,2013-06-18T21:00:00Z,2013-06-18 23:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4055,2013-06-18T23:00:00Z,2013-06-19 00:00:00+01:00,2013-06-18T22:00:00Z,2013-06-19 00:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4056,2013-06-19T00:00:00Z,2013-06-19 01:00:00+01:00,2013-06-18T23:00:00Z,2013-06-19 01:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4057,2013-06-19T01:00:00Z,2013-06-19 02:00:00+01:00,2013-06-19T00:00:00Z,2013-06-19 02:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4058,2013-06-19T02:00:00Z,2013-06-19 03:00:00+01:00,2013-06-19T01:00:00Z,2013-06-19 03:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4059,2013-06-19T03:00:00Z,2013-06-19 04:00:00+01:00,2013-06-19T02:00:00Z,2013-06-19 04:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4060,2013-06-19T04:00:00Z,2013-06-19 05:00:00+01:00,2013-06-19T03:00:00Z,2013-06-19 05:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4061,2013-06-19T05:00:00Z,2013-06-19 06:00:00+01:00,2013-06-19T04:00:00Z,2013-06-19 06:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4062,2013-06-19T06:00:00Z,2013-06-19 07:00:00+01:00,2013-06-19T05:00:00Z,2013-06-19 07:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4063,2013-06-19T07:00:00Z,2013-06-19 08:00:00+01:00,2013-06-19T06:00:00Z,2013-06-19 08:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4064,2013-06-19T08:00:00Z,2013-06-19 09:00:00+01:00,2013-06-19T07:00:00Z,2013-06-19 09:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4065,2013-06-19T09:00:00Z,2013-06-19 10:00:00+01:00,2013-06-19T08:00:00Z,2013-06-19 10:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4066,2013-06-19T10:00:00Z,2013-06-19 11:00:00+01:00,2013-06-19T09:00:00Z,2013-06-19 11:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4067,2013-06-19T11:00:00Z,2013-06-19 12:00:00+01:00,2013-06-19T10:00:00Z,2013-06-19 12:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4068,2013-06-19T12:00:00Z,2013-06-19 13:00:00+01:00,2013-06-19T11:00:00Z,2013-06-19 13:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4069,2013-06-19T13:00:00Z,2013-06-19 14:00:00+01:00,2013-06-19T12:00:00Z,2013-06-19 14:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4070,2013-06-19T14:00:00Z,2013-06-19 15:00:00+01:00,2013-06-19T13:00:00Z,2013-06-19 15:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4071,2013-06-19T15:00:00Z,2013-06-19 16:00:00+01:00,2013-06-19T14:00:00Z,2013-06-19 16:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4072,2013-06-19T16:00:00Z,2013-06-19 17:00:00+01:00,2013-06-19T15:00:00Z,2013-06-19 17:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4073,2013-06-19T17:00:00Z,2013-06-19 18:00:00+01:00,2013-06-19T16:00:00Z,2013-06-19 18:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4074,2013-06-19T18:00:00Z,2013-06-19 19:00:00+01:00,2013-06-19T17:00:00Z,2013-06-19 19:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4075,2013-06-19T19:00:00Z,2013-06-19 20:00:00+01:00,2013-06-19T18:00:00Z,2013-06-19 20:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4076,2013-06-19T20:00:00Z,2013-06-19 21:00:00+01:00,2013-06-19T19:00:00Z,2013-06-19 21:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4077,2013-06-19T21:00:00Z,2013-06-19 22:00:00+01:00,2013-06-19T20:00:00Z,2013-06-19 22:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4078,2013-06-19T22:00:00Z,2013-06-19 23:00:00+01:00,2013-06-19T21:00:00Z,2013-06-19 23:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4079,2013-06-19T23:00:00Z,2013-06-20 00:00:00+01:00,2013-06-19T22:00:00Z,2013-06-20 00:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4080,2013-06-20T00:00:00Z,2013-06-20 01:00:00+01:00,2013-06-19T23:00:00Z,2013-06-20 01:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4081,2013-06-20T01:00:00Z,2013-06-20 02:00:00+01:00,2013-06-20T00:00:00Z,2013-06-20 02:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4082,2013-06-20T02:00:00Z,2013-06-20 03:00:00+01:00,2013-06-20T01:00:00Z,2013-06-20 03:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4083,2013-06-20T03:00:00Z,2013-06-20 04:00:00+01:00,2013-06-20T02:00:00Z,2013-06-20 04:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4084,2013-06-20T04:00:00Z,2013-06-20 05:00:00+01:00,2013-06-20T03:00:00Z,2013-06-20 05:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4085,2013-06-20T05:00:00Z,2013-06-20 06:00:00+01:00,2013-06-20T04:00:00Z,2013-06-20 06:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4086,2013-06-20T06:00:00Z,2013-06-20 07:00:00+01:00,2013-06-20T05:00:00Z,2013-06-20 07:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4087,2013-06-20T07:00:00Z,2013-06-20 08:00:00+01:00,2013-06-20T06:00:00Z,2013-06-20 08:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4088,2013-06-20T08:00:00Z,2013-06-20 09:00:00+01:00,2013-06-20T07:00:00Z,2013-06-20 09:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4089,2013-06-20T09:00:00Z,2013-06-20 10:00:00+01:00,2013-06-20T08:00:00Z,2013-06-20 10:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4090,2013-06-20T10:00:00Z,2013-06-20 11:00:00+01:00,2013-06-20T09:00:00Z,2013-06-20 11:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4091,2013-06-20T11:00:00Z,2013-06-20 12:00:00+01:00,2013-06-20T10:00:00Z,2013-06-20 12:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4092,2013-06-20T12:00:00Z,2013-06-20 13:00:00+01:00,2013-06-20T11:00:00Z,2013-06-20 13:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4093,2013-06-20T13:00:00Z,2013-06-20 14:00:00+01:00,2013-06-20T12:00:00Z,2013-06-20 14:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4094,2013-06-20T14:00:00Z,2013-06-20 15:00:00+01:00,2013-06-20T13:00:00Z,2013-06-20 15:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4095,2013-06-20T15:00:00Z,2013-06-20 16:00:00+01:00,2013-06-20T14:00:00Z,2013-06-20 16:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4096,2013-06-20T16:00:00Z,2013-06-20 17:00:00+01:00,2013-06-20T15:00:00Z,2013-06-20 17:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4097,2013-06-20T17:00:00Z,2013-06-20 18:00:00+01:00,2013-06-20T16:00:00Z,2013-06-20 18:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4098,2013-06-20T18:00:00Z,2013-06-20 19:00:00+01:00,2013-06-20T17:00:00Z,2013-06-20 19:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4099,2013-06-20T19:00:00Z,2013-06-20 20:00:00+01:00,2013-06-20T18:00:00Z,2013-06-20 20:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4100,2013-06-20T20:00:00Z,2013-06-20 21:00:00+01:00,2013-06-20T19:00:00Z,2013-06-20 21:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4101,2013-06-20T21:00:00Z,2013-06-20 22:00:00+01:00,2013-06-20T20:00:00Z,2013-06-20 22:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4102,2013-06-20T22:00:00Z,2013-06-20 23:00:00+01:00,2013-06-20T21:00:00Z,2013-06-20 23:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4103,2013-06-20T23:00:00Z,2013-06-21 00:00:00+01:00,2013-06-20T22:00:00Z,2013-06-21 00:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4104,2013-06-21T00:00:00Z,2013-06-21 01:00:00+01:00,2013-06-20T23:00:00Z,2013-06-21 01:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4105,2013-06-21T01:00:00Z,2013-06-21 02:00:00+01:00,2013-06-21T00:00:00Z,2013-06-21 02:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4106,2013-06-21T02:00:00Z,2013-06-21 03:00:00+01:00,2013-06-21T01:00:00Z,2013-06-21 03:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4107,2013-06-21T03:00:00Z,2013-06-21 04:00:00+01:00,2013-06-21T02:00:00Z,2013-06-21 04:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4108,2013-06-21T04:00:00Z,2013-06-21 05:00:00+01:00,2013-06-21T03:00:00Z,2013-06-21 05:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4109,2013-06-21T05:00:00Z,2013-06-21 06:00:00+01:00,2013-06-21T04:00:00Z,2013-06-21 06:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4110,2013-06-21T06:00:00Z,2013-06-21 07:00:00+01:00,2013-06-21T05:00:00Z,2013-06-21 07:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4111,2013-06-21T07:00:00Z,2013-06-21 08:00:00+01:00,2013-06-21T06:00:00Z,2013-06-21 08:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4112,2013-06-21T08:00:00Z,2013-06-21 09:00:00+01:00,2013-06-21T07:00:00Z,2013-06-21 09:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4113,2013-06-21T09:00:00Z,2013-06-21 10:00:00+01:00,2013-06-21T08:00:00Z,2013-06-21 10:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4114,2013-06-21T10:00:00Z,2013-06-21 11:00:00+01:00,2013-06-21T09:00:00Z,2013-06-21 11:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4115,2013-06-21T11:00:00Z,2013-06-21 12:00:00+01:00,2013-06-21T10:00:00Z,2013-06-21 12:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4116,2013-06-21T12:00:00Z,2013-06-21 13:00:00+01:00,2013-06-21T11:00:00Z,2013-06-21 13:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4117,2013-06-21T13:00:00Z,2013-06-21 14:00:00+01:00,2013-06-21T12:00:00Z,2013-06-21 14:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4118,2013-06-21T14:00:00Z,2013-06-21 15:00:00+01:00,2013-06-21T13:00:00Z,2013-06-21 15:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4119,2013-06-21T15:00:00Z,2013-06-21 16:00:00+01:00,2013-06-21T14:00:00Z,2013-06-21 16:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4120,2013-06-21T16:00:00Z,2013-06-21 17:00:00+01:00,2013-06-21T15:00:00Z,2013-06-21 17:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4121,2013-06-21T17:00:00Z,2013-06-21 18:00:00+01:00,2013-06-21T16:00:00Z,2013-06-21 18:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4122,2013-06-21T18:00:00Z,2013-06-21 19:00:00+01:00,2013-06-21T17:00:00Z,2013-06-21 19:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4123,2013-06-21T19:00:00Z,2013-06-21 20:00:00+01:00,2013-06-21T18:00:00Z,2013-06-21 20:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4124,2013-06-21T20:00:00Z,2013-06-21 21:00:00+01:00,2013-06-21T19:00:00Z,2013-06-21 21:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4125,2013-06-21T21:00:00Z,2013-06-21 22:00:00+01:00,2013-06-21T20:00:00Z,2013-06-21 22:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4126,2013-06-21T22:00:00Z,2013-06-21 23:00:00+01:00,2013-06-21T21:00:00Z,2013-06-21 23:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4127,2013-06-21T23:00:00Z,2013-06-22 00:00:00+01:00,2013-06-21T22:00:00Z,2013-06-22 00:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4128,2013-06-22T00:00:00Z,2013-06-22 01:00:00+01:00,2013-06-21T23:00:00Z,2013-06-22 01:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4129,2013-06-22T01:00:00Z,2013-06-22 02:00:00+01:00,2013-06-22T00:00:00Z,2013-06-22 02:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4130,2013-06-22T02:00:00Z,2013-06-22 03:00:00+01:00,2013-06-22T01:00:00Z,2013-06-22 03:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4131,2013-06-22T03:00:00Z,2013-06-22 04:00:00+01:00,2013-06-22T02:00:00Z,2013-06-22 04:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4132,2013-06-22T04:00:00Z,2013-06-22 05:00:00+01:00,2013-06-22T03:00:00Z,2013-06-22 05:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4133,2013-06-22T05:00:00Z,2013-06-22 06:00:00+01:00,2013-06-22T04:00:00Z,2013-06-22 06:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4134,2013-06-22T06:00:00Z,2013-06-22 07:00:00+01:00,2013-06-22T05:00:00Z,2013-06-22 07:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4135,2013-06-22T07:00:00Z,2013-06-22 08:00:00+01:00,2013-06-22T06:00:00Z,2013-06-22 08:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4136,2013-06-22T08:00:00Z,2013-06-22 09:00:00+01:00,2013-06-22T07:00:00Z,2013-06-22 09:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4137,2013-06-22T09:00:00Z,2013-06-22 10:00:00+01:00,2013-06-22T08:00:00Z,2013-06-22 10:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4138,2013-06-22T10:00:00Z,2013-06-22 11:00:00+01:00,2013-06-22T09:00:00Z,2013-06-22 11:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4139,2013-06-22T11:00:00Z,2013-06-22 12:00:00+01:00,2013-06-22T10:00:00Z,2013-06-22 12:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4140,2013-06-22T12:00:00Z,2013-06-22 13:00:00+01:00,2013-06-22T11:00:00Z,2013-06-22 13:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4141,2013-06-22T13:00:00Z,2013-06-22 14:00:00+01:00,2013-06-22T12:00:00Z,2013-06-22 14:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4142,2013-06-22T14:00:00Z,2013-06-22 15:00:00+01:00,2013-06-22T13:00:00Z,2013-06-22 15:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4143,2013-06-22T15:00:00Z,2013-06-22 16:00:00+01:00,2013-06-22T14:00:00Z,2013-06-22 16:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4144,2013-06-22T16:00:00Z,2013-06-22 17:00:00+01:00,2013-06-22T15:00:00Z,2013-06-22 17:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4145,2013-06-22T17:00:00Z,2013-06-22 18:00:00+01:00,2013-06-22T16:00:00Z,2013-06-22 18:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4146,2013-06-22T18:00:00Z,2013-06-22 19:00:00+01:00,2013-06-22T17:00:00Z,2013-06-22 19:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4147,2013-06-22T19:00:00Z,2013-06-22 20:00:00+01:00,2013-06-22T18:00:00Z,2013-06-22 20:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4148,2013-06-22T20:00:00Z,2013-06-22 21:00:00+01:00,2013-06-22T19:00:00Z,2013-06-22 21:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4149,2013-06-22T21:00:00Z,2013-06-22 22:00:00+01:00,2013-06-22T20:00:00Z,2013-06-22 22:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4150,2013-06-22T22:00:00Z,2013-06-22 23:00:00+01:00,2013-06-22T21:00:00Z,2013-06-22 23:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4151,2013-06-22T23:00:00Z,2013-06-23 00:00:00+01:00,2013-06-22T22:00:00Z,2013-06-23 00:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4152,2013-06-23T00:00:00Z,2013-06-23 01:00:00+01:00,2013-06-22T23:00:00Z,2013-06-23 01:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4153,2013-06-23T01:00:00Z,2013-06-23 02:00:00+01:00,2013-06-23T00:00:00Z,2013-06-23 02:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4154,2013-06-23T02:00:00Z,2013-06-23 03:00:00+01:00,2013-06-23T01:00:00Z,2013-06-23 03:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4155,2013-06-23T03:00:00Z,2013-06-23 04:00:00+01:00,2013-06-23T02:00:00Z,2013-06-23 04:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4156,2013-06-23T04:00:00Z,2013-06-23 05:00:00+01:00,2013-06-23T03:00:00Z,2013-06-23 05:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
4157,2013-06-23T05:00:00Z,2013-06-23 06:00:00+01:00,2013-06-23T04:00:00Z,2013-06-23 06:00:00+02:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
